,,,RA,,,,DEC,F60,,,,,,,F100,T,B,,M,
4,38,38.43,69.660125,45,11,26,45.1905555555556,4.7111,4,38,38.43,45,11,26,23.127,23.1592751290646,7.96432076815401E-16,7.96432076815401,2.76618785735532E+028,2.76618785735532
4,38,38.48,69.6603333333333,45,9,58.9,45.1663611111111,4.5603,4,38,38.48,45,9,58.9,22.652,23.0936445618351,7.82463146383819E-16,7.82463146383819,2.81406383044331E+028,2.81406383044331
4,38,40.02,69.66675,45,8,35.8,45.1432777777778,4.5257,4,38,40.02,45,8,31.9,22.552,23.0759267553608,7.78720882511422E-16,7.78720882511422,2.82614214514585E+028,2.82614214514585
4,38,40.81,69.6700416666667,45,7,8.7,45.1190833333333,4.6285,4,38,40.82,45,7,4.8,22.554,23.2006914536232,8.05334028683392E-16,8.05334028683392,2.73128456743006E+028,2.73128456743006
4,38,41.99,69.6749583333333,45,5,21.9,45.0894166666667,4.6754,4,38,41.99,45,5,25.9,22.457,23.2816687437971,8.22934188800393E-16,8.22934188800393,2.67111289950774E+028,2.67111289950774
4,38,42.04,69.6751666666667,45,4,2.7,45.0674166666667,4.5797,4,38,42.78,45,4,2.7,22.099,23.2556619372667,8.17253487683133E-16,8.17253487683133,2.68836736731833E+028,2.68836736731833
4,38,42.84,69.6785,45,2,19.8,45.0388333333333,4.3971,4,38,42.84,45,2,19.8,21.744,23.1184877642861,7.87731017453535E-16,7.87731017453535,2.78735265583472E+028,2.78735265583472
4,38,44,69.6833333333333,45,1,4.6,45.0179444444444,4.2541,4,38,44.37,45,1,4.6,21.29,23.0520846001394,7.73704353009024E-16,7.73704353009024,2.83656901074623E+028,2.83656901074623
4,38,44.78,69.6865833333333,45,0,1.3,45.0003611111111,4.2573,4,38,44.78,44,59,57.3,21.161,23.0899509870008,7.81681999218876E-16,7.81681999218876,2.8065231000628E+028,2.8065231000628
4,38,46.29,69.692875,44,59,29.7,44.9915833333333,4.2169,4,38,45.92,44,59,25.7,20.901,23.1056670677211,7.85009447911663E-16,7.85009447911663,2.79408186600187E+028,2.79408186600187
4,38,45.95,69.6914583333333,44,58,18.4,44.9717777777778,4.2681,4,38,45.95,44,58,14.5,21.179,23.0993034134499,7.83660958070082E-16,7.83660958070082,2.79765771358364E+028,2.79765771358364
4,38,46,69.6916666666667,44,56,47.3,44.9464722222222,4.3492,4,38,46,44,56,47.3,21.534,23.1115388282,7.86255104976181E-16,7.86255104976181,2.78685816019652E+028,2.78685816019652
4,38,45.66,69.69025,44,55,36,44.9266666666667,4.4345,4,38,45.66,44,55,36,22.088,23.0783226239444,7.79226210485222E-16,7.79226210485222,2.81075750142464E+028,2.81075750142464
4,38,44.96,69.6873333333333,44,54,12.8,44.9035555555556,4.5409,4,38,44.96,44,54,12.8,23.213,22.9351477240229,7.49419243853792E-16,7.49419243853792,2.92104752669025E+028,2.92104752669025
4,38,30.2,69.6258333333333,45,11,9.6,45.186,4.7807,4,38,30.2,45,11,9.6,23.201,23.2235411034747,8.10274147286684E-16,8.10274147286684,2.71865844416901E+028,2.71865844416901
4,38,30.25,69.6260416666667,45,9,46.5,45.1629166666667,4.6985,4,38,30.62,45,9,46.5,22.945,23.1884906096457,8.02704602792104E-16,8.02704602792104,2.74289360174524E+028,2.74289360174524
4,38,31.05,69.629375,45,8,15.4,45.1376111111111,4.6832,4,38,31.05,45,8,15.4,22.853,23.1927256852505,8.03616648696731E-16,8.03616648696731,2.73824547286137E+028,2.73824547286137
4,38,31.48,69.6311666666667,45,6,40.4,45.1112222222222,4.7467,4,38,31.48,45,6,40.4,23.008,23.2303750011999,8.1175563662432E-16,8.1175563662432,2.70920590953771E+028,2.70920590953771
4,38,34.15,69.6422916666667,45,5,5.6,45.0848888888889,4.733,4,38,33.77,45,5,9.5,22.672,23.2970151827984,8.26298882345804E-16,8.26298882345804,2.65996897832007E+028,2.65996897832007
4,38,33.07,69.6377916666667,45,3,58.2,45.0661666666667,4.6766,4,38,33.07,45,3,54.2,22.19,23.3508549561152,8.38177050151609E-16,8.38177050151609,2.62118447179937E+028,2.62118447179937
4,38,34.62,69.64425,45,2,23.2,45.0397777777778,4.4722,4,38,34.62,45,2,23.2,21.69,23.2271233577833,8.11050498303182E-16,8.11050498303182,2.70726692197717E+028,2.70726692197717
4,38,34.66,69.6444166666667,45,1,8,45.0188888888889,4.2938,4,38,34.66,45,1,4,21.154,23.1393045841161,7.92163680127694E-16,7.92163680127694,2.77052822391186E+028,2.77052822391186
4,38,36.2,69.6508333333333,44,59,52.9,44.9980277777778,4.1761,4,38,36.2,44,59,52.9,20.915,23.0480192702768,7.72851189466358E-16,7.72851189466358,2.83844401805307E+028,2.83844401805307
4,38,36.59,69.6524583333333,44,59,13.3,44.9870277777778,4.189,4,38,36.59,44,59,13.3,20.985,23.0465970036696,7.72552859524321E-16,7.72552859524321,2.8388459747832E+028,2.8388459747832
4,38,37.36,69.6556666666667,44,58,25.8,44.9738333333333,4.189,4,38,37.74,44,58,25.8,20.985,23.0465970036696,7.72552859524321E-16,7.72552859524321,2.83801335708537E+028,2.83801335708537
4,38,37.79,69.6574583333333,44,56,42.9,44.94525,4.2352,4,38,37.79,44,56,42.9,21.217,23.046451272506,7.72522295875623E-16,7.72522295875623,2.8363218544638E+028,2.8363218544638
4,38,37.09,69.6545416666667,44,55,19.7,44.9221388888889,4.2992,4,38,37.09,44,55,19.7,21.799,22.9799033769406,7.58651509112566E-16,7.58651509112566,2.88669455847982E+028,2.88669455847982
4,38,37.14,69.65475,44,53,52.6,44.8979444444444,4.3509,4,38,37.15,44,53,48.6,22.472,22.8788478655188,7.37915106396685E-16,7.37915106396685,2.96621611749418E+028,2.96621611749418
4,38,22.38,69.59325,45,9,53.9,45.1649722222222,4.7954,4,38,22.38,45,9,53.9,23.241,23.2311142700225,8.1191600962087E-16,8.1191600962087,2.71189815597242E+028,2.71189815597242
4,38,23.55,69.598125,45,8,38.7,45.1440833333333,4.8253,4,38,23.55,45,8,30.8,23.24,23.2663529023732,8.19585493628041E-16,8.19585493628041,2.68527834380692E+028,2.68527834380692
4,38,23.25,69.596875,45,6,32,45.1088888888889,4.8361,4,38,23.25,45,6,32,23.326,23.258134547872,8.17792433613905E-16,8.17792433613905,2.68906794111565E+028,2.68906794111565
4,38,24.42,69.60175,45,5,16.8,45.088,4.8086,4,38,24.43,45,5,12.8,23.195,23.2577358967596,8.17705524757653E-16,8.17705524757653,2.6881083676326E+028,2.6881083676326
4,38,24.86,69.6035833333333,45,3,37.8,45.0605,4.6727,4,38,25.23,45,3,41.8,22.438,23.2831863290413,8.23266502733179E-16,8.23266502733179,2.66832235493871E+028,2.66832235493871
4,38,26.03,69.6084583333333,45,2,10.8,45.0363333333333,4.5238,4,38,26.03,45,2,10.8,21.658,23.3001187713389,8.2698047515988E-16,8.2698047515988,2.65491427216729E+028,2.65491427216729
4,38,26.09,69.6087083333333,45,0,35.8,45.0099444444444,4.3436,4,38,26.46,45,0,35.8,21.232,23.1831750285064,8.01560861397454E-16,8.01560861397454,2.73750365020744E+028,2.73750365020744
4,38,29.12,69.6213333333333,44,59,16.8,44.988,4.1327,4,38,29.13,44,59,12.8,20.966,22.9769553677631,7.58041011157576E-16,7.58041011157576,2.8932550350244E+028,2.8932550350244
4,38,29.54,69.6230833333333,44,58,13.4,44.9703888888889,4.0514,4,38,29.53,44,58,17.4,20.966,22.8682083668462,7.35754728032463E-16,7.35754728032463,2.97972589376841E+028,2.97972589376841
4,38,29.95,69.6247916666667,44,56,58.2,44.9495,4.152,4,38,30.33,44,56,54.3,20.962,23.0036583730479,7.63583150670677E-16,7.63583150670677,2.8697975594387E+028,2.8697975594387
4,38,29.62,69.6234166666667,44,55,54.8,44.9318888888889,4.2902,4,38,29.62,44,55,43,21.51,23.0419574039049,7.71580218637618E-16,7.71580218637618,2.8389407239926E+028,2.8389407239926
4,38,28.93,69.6205416666667,44,54,19.8,44.9055,4.4805,4,38,29.3,44,54,19.8,22.401,23.0575288561442,7.74847908608284E-16,7.74847908608284,2.82530803507333E+028,2.82530803507332
4,38,28.62,69.61925,44,52,36.8,44.8768888888889,4.691,4,38,28.62,44,52,36.8,23.311,23.0913124524015,7.81969871073871E-16,7.81969871073871,2.79779219808352E+028,2.79779219808352
4,38,16.25,69.5677083333333,45,3,49.1,45.0636388888889,4.7155,4,38,16.63,45,3,49.1,22.89,23.2222109541104,8.09986004203673E-16,8.09986004203673,2.71226098427101E+028,2.71226098427101
4,38,17.45,69.5727083333333,45,2,2.3,45.0339722222222,4.5461,4,38,17.45,45,1,58.3,21.955,23.2510077297111,8.16239681827365E-16,8.16239681827365,2.68970892847742E+028,2.68970892847742
4,38,18.99,69.579125,45,0,39.2,45.0108888888889,4.344,4,38,18.99,45,0,39.2,21.346,23.1537484125288,7.95249262918041E-16,7.95249262918041,2.75928809844355E+028,2.75928809844355
4,38,20.91,69.587125,44,59,16.2,44.9878333333333,4.1024,4,38,20.91,44,59,20.2,21.095,22.9029924881223,7.42833834283188E-16,7.42833834283188,2.95247435686774E+028,2.95247435686774
4,38,20.95,69.5872916666667,44,58,20.8,44.9724444444445,4.1024,4,38,21.32,44,58,16.8,21.095,22.9029924881223,7.42833834283188E-16,7.42833834283188,2.95146441047871E+028,2.95146441047871
4,38,21.36,69.589,44,57,13.5,44.95375,4.1805,4,38,21.37,44,57,9.5,21.339,22.9432694508003,7.51088870646668E-16,7.51088870646668,2.91781217808088E+028,2.91781217808088
4,38,20.69,69.5862083333333,44,55,22.5,44.9229166666667,4.3692,4,38,21.06,44,55,22.6,22.021,23.0130577680469,7.6554053616118E-16,7.6554053616118,2.86076699673506E+028,2.86076699673506
4,38,19.99,69.5832916666667,44,54,7.3,44.9020277777778,4.5953,4,38,19.99,44,54,3.3,23.042,23.0414043399774,7.71464330655384E-16,7.71464330655384,2.83748018044527E+028,2.83748018044527
4,38,8.03,69.5334583333333,45,3,52.4,45.0645555555556,4.7826,4,38,8.03,45,3,48.5,23.202,23.2255314781585,8.10705441581758E-16,8.10705441581758,2.70990918854031E+028,2.70990918854031
4,38,8.1,69.53375,45,2,9.5,45.0359722222222,4.6007,4,38,8.47,45,2,9.5,22.424,23.1993247954473,8.05039206727398E-16,8.05039206727398,2.72725184495711E+028,2.72725184495711
4,38,9.65,69.5402083333333,45,0,54.4,45.0151111111111,4.3922,4,38,9.65,45,0,50.4,21.757,23.108956628415,7.85707141728624E-16,7.85707141728624,2.79306060374642E+028,2.79306060374642
4,38,12.35,69.5514583333333,44,58,36,44.9766666666667,4.1829,4,38,12.35,44,58,36,21.553,22.8918165960749,7.40554308351453E-16,7.40554308351453,2.96082736571475E+028,2.96082736571475
4,38,13.16,69.5548333333333,44,57,12.9,44.9535833333333,4.2784,4,38,13.16,44,57,12.9,21.997,22.903740564612,7.42986589262557E-16,7.42986589262557,2.94962003367685E+028,2.94962003367685
4,38,12.46,69.5519166666667,44,55,57.6,44.9326666666667,4.5295,4,38,12.46,44,55,53.6,22.702,23.0438552165006,7.71977973056758E-16,7.71977973056758,2.83752710355042E+028,2.83752710355042
4,38,1,69.5041666666667,45,2,8.9,45.0358055555556,4.6897,4,38,1.38,45,2,8.9,22.724,23.2322826059103,8.12169506034107E-16,8.12169506034107,2.70329841288835E+028,2.70329841288835
4,38,1.07,69.5044583333333,45,0,33.9,45.0094166666667,4.5135,4,38,1.44,45,0,37.9,22.131,23.165830003898,7.978364864922E-16,7.978364864922,2.75025032251777E+028,2.75025032251777
4,38,3.4,69.5141666666667,44,58,39.2,44.9775555555556,4.3065,4,38,3.4,44,58,39.2,22.116,22.9100326418037,7.44272263233123E-16,7.44272263233123,2.94609500370568E+028,2.94609500370568
4,38,3.83,69.5159583333333,44,57,20.1,44.9555833333333,4.4245,4,38,3.83,44,57,16.1,22.925,22.8615036386274,7.34395541717476E-16,7.34395541717476,2.9842578089978E+028,2.9842578089978
4,37,53.17,69.4715416666667,45,1,52.4,45.0312222222222,4.787,4,37,53.17,45,1,48.4,23.138,23.2462378548696,8.15201567812401E-16,8.15201567812401,2.69296966745935E+028,2.69296966745935
4,37,53.24,69.4718333333333,45,0,29.3,45.0081388888889,4.7069,4,37,53.24,45,0,21.3,22.922,23.2041232295481,8.06074671344495E-16,8.06074671344495,2.72206513796225E+028,2.72206513796225
4,37,53.68,69.4736666666667,44,59,2.2,44.9839444444445,4.5735,4,37,53.67,44,59,6.1,22.614,23.1190568565323,7.87851972805084E-16,7.87851972805084,2.78352829713902E+028,2.78352829713902
4,37,56.37,69.484875,44,57,15.5,44.9543055555556,4.6398,4,37,56.37,44,57,11.5,23.243,23.0466695121887,7.72568066770584E-16,7.72568066770584,2.83672524363338E+028,2.83672524363338
4,37,44.64,69.436,45,0,36.4,45.0101111111111,4.8512,4,37,45.02,45,0,32.5,23.385,23.2614669577696,8.18519168860837E-16,8.18519168860837,2.68079721595843E+028,2.68079721595843
